ticket_id,order_id,customer_id,driver_id,restaurant_id,issue_type,issue_sub_type,channel,opened_datetime,resolved_datetime,status,csat_score,compensation_amount,resolved_by_agent_id
TKT102783,ORD455127,CUST0465,DRV040,REST073,food,wrong_item,email,2024-07-30 06:03:00,2024-07-30 07:50:00,resolved,3,50,AGT017
TKT102784,ORD443658,CUST0083,DRV195,REST079,rider,no_mask,email,2024-06-14 17:10:00,2024-06-14 18:22:00,resolved,1,50,AGT067
TKT102785,ORD442935,CUST0196,DRV095,REST052,rider,no_mask,call,2024-06-11 10:47:00,2024-06-11 12:13:00,resolved,1,100,AGT057
TKT102786,ORD422459,CUST0454,DRV193,REST069,rider,no_mask,call,2024-03-26 14:04:00,2024-03-26 16:47:00,resolved,5,0,AGT051
TKT102787,ORD413858,CUST0204,DRV068,REST071,payment,overcharged,email,2024-02-21 22:43:00,2024-02-22 00:29:00,resolved,3,0,AGT098
TKT102788,ORD410099,CUST0175,DRV050,REST068,delivery,not_delivered,in_app,2024-02-07 23:08:00,2024-02-08 01:18:00,resolved,2,0,AGT091
TKT102789,ORD448768,CUST0174,DRV013,REST100,food,cold,call,2024-07-05 10:49:00,2024-07-05 13:33:00,resolved,3,50,AGT012
TKT102790,ORD460899,CUST0085,DRV026,REST045,payment,refund,email,2024-08-21 07:25:00,2024-08-21 08:51:00,resolved,1,100,AGT075
TKT102791,ORD456564,CUST0202,DRV078,REST079,delivery,late,email,2024-08-04 22:15:00,2024-08-04 22:25:00,resolved,5,0,AGT079
TKT102792,ORD422367,CUST0194,DRV104,REST070,payment,overcharged,call,2024-03-25 23:59:00,2024-03-26 01:21:00,resolved,2,50,AGT009
TKT102793,ORD450778,CUST0390,DRV095,REST055,food,wrong_item,email,2024-07-12 01:49:00,2024-07-12 03:21:00,resolved,5,100,AGT054
TKT102794,ORD459344,CUST0359,DRV026,REST020,payment,overcharged,in_app,2024-08-14 01:37:00,2024-08-14 03:07:00,resolved,5,0,AGT100
TKT102795,ORD406904,CUST0279,DRV116,REST052,rider,rude,in_app,2024-01-26 23:11:00,2024-01-27 01:15:00,resolved,2,0,AGT044
TKT102796,ORD456259,CUST0147,DRV177,REST061,delivery,not_delivered,in_app,2024-08-03 05:38:00,2024-08-03 08:32:00,resolved,3,100,AGT032
TKT102797,ORD407995,CUST0101,DRV161,REST018,delivery,not_delivered,in_app,2024-01-31 12:48:00,2024-01-31 14:52:00,resolved,3,100,AGT074
TKT102798,ORD425220,CUST0086,DRV196,REST041,rider,rude,call,2024-04-06 10:35:00,2024-04-06 10:52:00,resolved,3,100,AGT020
TKT102799,ORD475560,CUST0334,DRV019,REST049,rider,no_mask,email,2024-10-17 20:04:00,2024-10-17 21:05:00,resolved,2,100,AGT044
TKT102800,ORD424750,CUST0260,DRV019,REST073,rider,no_mask,call,2024-04-04 16:00:00,2024-04-04 17:49:00,resolved,4,100,AGT046
TKT102801,ORD461107,CUST0191,DRV089,REST035,rider,no_mask,in_app,2024-08-22 04:16:00,2024-08-22 05:20:00,resolved,2,0,AGT012
TKT102802,ORD404643,CUST0312,DRV051,REST066,food,wrong_item,call,2024-01-16 10:08:00,2024-01-16 12:42:00,resolved,3,0,AGT083
TKT102803,ORD469892,CUST0439,DRV122,REST093,payment,refund,email,2024-09-26 15:23:00,2024-09-26 17:40:00,resolved,5,100,AGT002
TKT102804,ORD456613,CUST0242,DRV080,REST087,food,wrong_item,in_app,2024-08-05 19:35:00,2024-08-05 19:50:00,resolved,5,0,AGT047
TKT102805,ORD433003,CUST0417,DRV159,REST079,delivery,late,in_app,2024-05-05 18:48:00,2024-05-05 21:39:00,resolved,4,50,AGT076
TKT102806,ORD492400,CUST0346,DRV060,REST032,delivery,late,email,2024-12-22 14:58:00,2024-12-22 17:39:00,resolved,4,100,AGT047
TKT102807,ORD422893,CUST0322,DRV079,REST081,payment,overcharged,call,2024-03-28 19:11:00,2024-03-28 20:02:00,resolved,3,0,AGT045
TKT102808,ORD435181,CUST0475,DRV132,REST081,payment,refund,in_app,2024-05-13 12:19:00,2024-05-13 13:18:00,resolved,5,100,AGT049
TKT102809,ORD475858,CUST0249,DRV047,REST061,delivery,late,email,2024-10-18 19:07:00,2024-10-18 19:36:00,resolved,3,0,AGT032
TKT102810,ORD403137,CUST0261,DRV169,REST088,food,cold,email,2024-01-11 14:07:00,2024-01-11 15:01:00,resolved,2,50,AGT010
TKT102811,ORD419011,CUST0294,DRV110,REST087,payment,overcharged,call,2024-03-12 07:31:00,2024-03-12 08:18:00,resolved,4,50,AGT057
TKT102812,ORD489960,CUST0025,DRV028,REST072,rider,rude,email,2024-12-11 10:04:00,2024-12-11 10:15:00,resolved,1,50,AGT030
TKT102813,ORD448856,CUST0077,DRV163,REST071,food,cold,in_app,2024-07-05 05:16:00,2024-07-05 07:47:00,resolved,2,100,AGT051
TKT102814,ORD485862,CUST0272,DRV137,REST092,payment,refund,email,2024-11-27 13:24:00,2024-11-27 13:43:00,resolved,5,0,AGT037
TKT102815,ORD438175,CUST0001,DRV166,REST006,payment,refund,email,2024-05-26 01:01:00,2024-05-26 03:14:00,resolved,3,100,AGT081
TKT102816,ORD413152,CUST0414,DRV121,REST060,payment,overcharged,call,2024-02-18 02:33:00,2024-02-18 04:55:00,resolved,5,0,AGT081
TKT102817,ORD441359,CUST0008,DRV032,REST075,food,cold,email,2024-06-06 06:29:00,2024-06-06 07:04:00,resolved,2,50,AGT013
TKT102818,ORD436644,CUST0152,DRV103,REST098,rider,rude,in_app,2024-05-18 15:31:00,2024-05-18 17:51:00,resolved,2,50,AGT009
TKT102819,ORD451793,CUST0175,DRV045,REST082,payment,refund,call,2024-07-15 08:18:00,2024-07-15 10:45:00,resolved,4,100,AGT040
TKT102820,ORD419218,CUST0051,DRV006,REST014,food,wrong_item,call,2024-03-12 20:22:00,2024-03-12 22:16:00,resolved,5,0,AGT046
TKT102821,ORD481691,CUST0499,DRV037,REST014,food,cold,call,2024-11-09 17:46:00,2024-11-09 19:27:00,resolved,1,50,AGT015
TKT102822,ORD449283,CUST0339,DRV108,REST084,food,wrong_item,email,2024-07-07 22:03:00,2024-07-08 00:54:00,resolved,3,50,AGT044
TKT102823,ORD462556,CUST0377,DRV021,REST078,food,cold,in_app,2024-08-28 04:31:00,2024-08-28 06:58:00,resolved,1,100,AGT026
TKT102824,ORD477942,CUST0071,DRV069,REST047,food,wrong_item,email,2024-10-28 02:01:00,2024-10-28 03:03:00,resolved,4,100,AGT056
TKT102825,ORD480707,CUST0004,DRV155,REST013,delivery,not_delivered,call,2024-11-06 17:27:00,2024-11-06 18:29:00,resolved,3,0,AGT024
TKT102826,ORD425573,CUST0239,DRV028,REST021,rider,no_mask,in_app,2024-04-07 13:22:00,2024-04-07 15:29:00,resolved,5,100,AGT099
TKT102827,ORD453703,CUST0454,DRV026,REST034,rider,no_mask,in_app,2024-07-24 17:24:00,2024-07-24 20:04:00,resolved,2,0,AGT098
TKT102828,ORD403254,CUST0361,DRV011,REST056,food,wrong_item,email,2024-01-12 08:35:00,2024-01-12 09:37:00,resolved,1,100,AGT022
TKT102829,ORD475152,CUST0404,DRV022,REST004,rider,rude,call,2024-10-15 02:11:00,2024-10-15 03:48:00,resolved,4,0,AGT034
TKT102830,ORD479567,CUST0322,DRV080,REST081,payment,overcharged,call,2024-11-02 19:29:00,2024-11-02 22:04:00,resolved,3,50,AGT085
TKT102831,ORD449540,CUST0420,DRV061,REST061,payment,overcharged,email,2024-07-07 17:33:00,2024-07-07 19:31:00,resolved,1,100,AGT013
TKT102832,ORD487570,CUST0087,DRV133,REST053,food,wrong_item,email,2024-12-03 11:19:00,2024-12-03 13:01:00,resolved,3,0,AGT026
TKT102833,ORD408928,CUST0219,DRV155,REST020,rider,rude,email,2024-02-03 21:13:00,2024-02-03 22:58:00,resolved,3,50,AGT028
TKT102834,ORD463457,CUST0255,DRV028,REST091,food,cold,in_app,2024-09-01 04:46:00,2024-09-01 07:29:00,resolved,5,0,AGT086
TKT102835,ORD491920,CUST0262,DRV059,REST025,delivery,not_delivered,email,2024-12-20 09:24:00,2024-12-20 11:01:00,resolved,3,100,AGT032
TKT102836,ORD428565,CUST0478,DRV118,REST076,payment,refund,email,2024-04-17 16:35:00,2024-04-17 17:25:00,resolved,3,0,AGT004
TKT102837,ORD463093,CUST0139,DRV052,REST064,food,wrong_item,call,2024-08-30 14:21:00,2024-08-30 17:11:00,resolved,4,100,AGT086
TKT102838,ORD429026,CUST0023,DRV132,REST005,food,wrong_item,in_app,2024-04-19 12:43:00,2024-04-19 15:09:00,resolved,1,0,AGT097
TKT102839,ORD417888,CUST0399,DRV004,REST048,payment,overcharged,email,2024-03-08 04:09:00,2024-03-08 05:37:00,resolved,5,50,AGT064
TKT102840,ORD432757,CUST0377,DRV077,REST004,rider,no_mask,in_app,2024-05-04 18:57:00,2024-05-04 19:08:00,resolved,5,100,AGT078
TKT102841,ORD437583,CUST0167,DRV197,REST066,rider,no_mask,call,2024-05-22 03:31:00,2024-05-22 06:22:00,resolved,4,100,AGT043
TKT102842,ORD414344,CUST0302,DRV031,REST051,delivery,late,email,2024-02-24 02:54:00,2024-02-24 05:27:00,resolved,3,0,AGT003
TKT102843,ORD452153,CUST0087,DRV003,REST019,rider,rude,call,2024-07-18 00:27:00,2024-07-18 00:57:00,resolved,2,50,AGT064
TKT102844,ORD430310,CUST0450,DRV101,REST065,payment,refund,in_app,2024-04-25 04:03:00,2024-04-25 05:38:00,resolved,1,50,AGT001
TKT102845,ORD427688,CUST0203,DRV075,REST079,delivery,late,call,2024-04-14 09:17:00,2024-04-14 11:27:00,resolved,3,50,AGT079
TKT102846,ORD431299,CUST0388,DRV068,REST005,food,cold,in_app,2024-04-29 08:11:00,2024-04-29 08:35:00,resolved,1,50,AGT027
TKT102847,ORD451617,CUST0340,DRV005,REST091,delivery,late,email,2024-07-15 07:17:00,2024-07-15 09:22:00,resolved,3,100,AGT076
TKT102848,ORD484630,CUST0176,DRV002,REST086,delivery,late,email,2024-11-22 07:00:00,2024-11-22 07:29:00,resolved,4,0,AGT074
TKT102849,ORD431779,CUST0433,DRV043,REST083,delivery,not_delivered,email,2024-05-01 18:34:00,2024-05-01 21:04:00,resolved,3,50,AGT048
TKT102850,ORD439315,CUST0037,DRV081,REST082,delivery,not_delivered,call,2024-05-30 09:54:00,2024-05-30 10:31:00,resolved,1,50,AGT054
TKT102851,ORD419554,CUST0457,DRV149,REST056,delivery,not_delivered,email,2024-03-13 11:24:00,2024-03-13 13:46:00,resolved,2,50,AGT086
TKT102852,ORD461479,CUST0139,DRV016,REST082,food,wrong_item,in_app,2024-08-25 00:54:00,2024-08-25 01:45:00,resolved,2,50,AGT075
TKT102853,ORD480138,CUST0255,DRV136,REST062,food,cold,call,2024-11-04 20:06:00,2024-11-04 21:11:00,resolved,5,0,AGT004
TKT102854,ORD446730,CUST0341,DRV072,REST062,payment,overcharged,in_app,2024-06-28 02:14:00,2024-06-28 02:35:00,resolved,1,0,AGT082
TKT102855,ORD451445,CUST0374,DRV031,REST100,payment,refund,email,2024-07-14 02:58:00,2024-07-14 03:21:00,resolved,2,50,AGT050
TKT102856,ORD470539,CUST0441,DRV008,REST099,delivery,not_delivered,in_app,2024-09-28 18:46:00,2024-09-28 21:22:00,resolved,4,0,AGT056
TKT102857,ORD432455,CUST0321,DRV096,REST029,payment,overcharged,in_app,2024-05-03 02:20:00,2024-05-03 05:20:00,resolved,5,0,AGT052
TKT102858,ORD425754,CUST0218,DRV087,REST098,payment,refund,email,2024-04-07 02:38:00,2024-04-07 04:02:00,resolved,3,0,AGT031
TKT102859,ORD452261,CUST0401,DRV128,REST021,delivery,late,in_app,2024-07-18 18:03:00,2024-07-18 19:07:00,resolved,2,50,AGT039
TKT102860,ORD424386,CUST0363,DRV135,REST079,payment,refund,email,2024-04-03 12:48:00,2024-04-03 14:10:00,resolved,3,50,AGT006
TKT102861,ORD478080,CUST0131,DRV025,REST010,payment,refund,call,2024-10-28 18:38:00,2024-10-28 20:27:00,resolved,5,100,AGT040
TKT102862,ORD437162,CUST0178,DRV021,REST011,delivery,late,email,2024-05-21 09:20:00,2024-05-21 09:33:00,resolved,2,100,AGT066
TKT102863,ORD428676,CUST0266,DRV173,REST005,food,cold,in_app,2024-04-18 06:06:00,2024-04-18 08:09:00,resolved,2,0,AGT007
TKT102864,ORD474848,CUST0261,DRV098,REST013,payment,refund,email,2024-10-13 21:20:00,2024-10-13 22:10:00,resolved,2,0,AGT059
TKT102865,ORD462782,CUST0287,DRV118,REST068,payment,overcharged,call,2024-08-29 15:12:00,2024-08-29 15:50:00,resolved,3,50,AGT050
TKT102866,ORD426064,CUST0412,DRV089,REST044,delivery,not_delivered,email,2024-04-08 05:01:00,2024-04-08 05:58:00,resolved,1,50,AGT007
TKT102867,ORD424302,CUST0080,DRV082,REST008,delivery,late,call,2024-04-02 09:34:00,2024-04-02 12:12:00,resolved,2,100,AGT069
TKT102868,ORD417315,CUST0380,DRV063,REST060,payment,refund,call,2024-03-06 23:53:00,2024-03-07 01:57:00,resolved,4,100,AGT090
TKT102869,ORD473961,CUST0096,DRV200,REST084,payment,refund,in_app,2024-10-10 11:52:00,2024-10-10 13:58:00,resolved,1,0,AGT033
TKT102870,ORD465339,CUST0074,DRV073,REST022,delivery,not_delivered,in_app,2024-09-07 23:50:00,2024-09-08 02:20:00,resolved,5,100,AGT096
TKT102871,ORD444202,CUST0278,DRV192,REST077,food,wrong_item,in_app,2024-06-16 01:31:00,2024-06-16 02:29:00,resolved,5,100,AGT012
TKT102872,ORD406729,CUST0044,DRV114,REST030,payment,overcharged,in_app,2024-01-26 04:36:00,2024-01-26 07:22:00,resolved,4,0,AGT007
TKT102873,ORD428679,CUST0002,DRV165,REST050,food,wrong_item,email,2024-04-18 05:58:00,2024-04-18 06:27:00,resolved,4,0,AGT081
TKT102874,ORD401070,CUST0018,DRV063,REST036,rider,no_mask,in_app,2024-01-04 09:53:00,2024-01-04 12:38:00,resolved,3,50,AGT033
TKT102875,ORD474821,CUST0053,DRV146,REST019,payment,refund,call,2024-10-13 15:43:00,2024-10-13 16:10:00,resolved,3,0,AGT050
TKT102876,ORD404072,CUST0331,DRV074,REST096,payment,refund,call,2024-01-14 16:31:00,2024-01-14 18:32:00,resolved,1,0,AGT033
TKT102877,ORD404881,CUST0386,DRV109,REST087,rider,rude,email,2024-01-17 14:03:00,2024-01-17 14:19:00,resolved,4,0,AGT084
TKT102878,ORD460771,CUST0410,DRV047,REST092,payment,overcharged,call,2024-08-20 14:31:00,2024-08-20 15:26:00,resolved,5,50,AGT100
TKT102879,ORD404413,CUST0052,DRV187,REST099,food,cold,call,2024-01-16 00:00:00,2024-01-16 01:03:00,resolved,2,50,AGT073
TKT102880,ORD415723,CUST0320,DRV051,REST022,rider,rude,in_app,2024-03-01 13:13:00,2024-03-01 13:32:00,resolved,3,0,AGT016
TKT102881,ORD408822,CUST0267,DRV007,REST051,rider,rude,call,2024-02-03 08:46:00,2024-02-03 10:13:00,resolved,2,0,AGT007
TKT102882,ORD456283,CUST0219,DRV172,REST071,food,wrong_item,call,2024-08-03 16:46:00,2024-08-03 17:57:00,resolved,5,100,AGT018
TKT102883,ORD475539,CUST0392,DRV003,REST012,delivery,not_delivered,call,2024-10-17 02:44:00,2024-10-17 04:09:00,resolved,3,0,AGT068
TKT102884,ORD489677,CUST0391,DRV088,REST015,food,cold,in_app,2024-12-10 16:46:00,2024-12-10 19:07:00,resolved,4,100,AGT094
TKT102885,ORD446082,CUST0208,DRV057,REST045,delivery,not_delivered,in_app,2024-06-25 08:53:00,2024-06-25 09:26:00,resolved,2,0,AGT072
TKT102886,ORD439849,CUST0305,DRV128,REST068,payment,refund,call,2024-06-01 07:18:00,2024-06-01 08:21:00,resolved,1,0,AGT004
TKT102887,ORD492966,CUST0235,DRV013,REST097,payment,refund,call,2024-12-25 10:59:00,2024-12-25 12:06:00,resolved,4,0,AGT042
TKT102888,ORD440481,CUST0280,DRV001,REST042,food,wrong_item,in_app,2024-06-03 04:26:00,2024-06-03 07:19:00,resolved,5,50,AGT086
TKT102889,ORD407340,CUST0302,DRV009,REST051,food,wrong_item,call,2024-01-28 17:49:00,2024-01-28 18:19:00,resolved,4,0,AGT040
TKT102890,ORD434417,CUST0086,DRV101,REST083,food,cold,email,2024-05-10 23:00:00,2024-05-10 23:28:00,resolved,5,100,AGT069
TKT102891,ORD437376,CUST0261,DRV194,REST041,food,wrong_item,email,2024-05-22 23:02:00,2024-05-23 00:01:00,resolved,4,0,AGT024
TKT102892,ORD490251,CUST0125,DRV043,REST078,food,wrong_item,in_app,2024-12-12 12:48:00,2024-12-12 15:37:00,resolved,3,0,AGT001
TKT102893,ORD431133,CUST0293,DRV077,REST046,rider,rude,in_app,2024-04-29 19:43:00,2024-04-29 19:58:00,resolved,3,100,AGT069
TKT102894,ORD413085,CUST0072,DRV080,REST090,delivery,late,call,2024-02-18 19:33:00,2024-02-18 20:29:00,resolved,3,50,AGT086
TKT102895,ORD479614,CUST0135,DRV126,REST058,delivery,not_delivered,email,2024-11-02 05:55:00,2024-11-02 08:44:00,resolved,4,100,AGT076
TKT102896,ORD451221,CUST0134,DRV200,REST086,food,cold,email,2024-07-13 21:20:00,2024-07-13 22:26:00,resolved,3,50,AGT024
TKT102897,ORD477267,CUST0274,DRV050,REST013,payment,refund,email,2024-10-25 21:55:00,2024-10-25 23:16:00,resolved,2,100,AGT088
TKT102898,ORD432043,CUST0071,DRV021,REST074,delivery,not_delivered,call,2024-05-02 16:43:00,2024-05-02 17:49:00,resolved,4,0,AGT068
TKT102899,ORD410034,CUST0333,DRV031,REST052,food,wrong_item,in_app,2024-02-07 12:10:00,2024-02-07 13:12:00,resolved,5,50,AGT024
TKT102900,ORD409209,CUST0013,DRV058,REST061,food,cold,email,2024-02-04 18:20:00,2024-02-04 21:10:00,resolved,1,100,AGT070
TKT102901,ORD419083,CUST0195,DRV030,REST055,rider,rude,call,2024-03-12 14:00:00,2024-03-12 16:32:00,resolved,4,0,AGT069
TKT102902,ORD473855,CUST0115,DRV147,REST011,food,cold,email,2024-10-11 00:23:00,2024-10-11 02:10:00,resolved,2,50,AGT067
TKT102903,ORD473101,CUST0024,DRV014,REST022,food,wrong_item,email,2024-10-07 11:19:00,2024-10-07 13:07:00,resolved,5,100,AGT047
TKT102904,ORD469474,CUST0229,DRV034,REST096,rider,rude,call,2024-09-24 12:59:00,2024-09-24 14:37:00,resolved,3,0,AGT027
TKT102905,ORD469371,CUST0359,DRV106,REST082,payment,refund,email,2024-09-24 07:01:00,2024-09-24 09:52:00,resolved,5,100,AGT050
TKT102906,ORD464021,CUST0411,DRV190,REST015,delivery,not_delivered,in_app,2024-09-02 01:15:00,2024-09-02 03:16:00,resolved,1,0,AGT075
TKT102907,ORD415756,CUST0152,DRV063,REST028,payment,refund,email,2024-03-01 21:01:00,2024-03-01 22:00:00,resolved,3,50,AGT025
TKT102908,ORD400651,CUST0028,DRV113,REST078,payment,refund,in_app,2024-01-03 08:39:00,2024-01-03 09:53:00,resolved,2,0,AGT072
TKT102909,ORD439487,CUST0203,DRV102,REST097,delivery,not_delivered,in_app,2024-05-31 07:29:00,2024-05-31 09:57:00,resolved,5,50,AGT092
TKT102910,ORD449034,CUST0021,DRV148,REST089,food,cold,email,2024-07-06 14:12:00,2024-07-06 16:39:00,resolved,2,0,AGT086
TKT102911,ORD424710,CUST0133,DRV081,REST047,rider,no_mask,call,2024-04-04 15:09:00,2024-04-04 17:37:00,resolved,2,0,AGT080
TKT102912,ORD421006,CUST0154,DRV040,REST047,food,cold,call,2024-03-19 16:34:00,2024-03-19 18:14:00,resolved,5,0,AGT040
TKT102913,ORD476413,CUST0207,DRV035,REST013,food,wrong_item,in_app,2024-10-21 09:51:00,2024-10-21 10:42:00,resolved,5,50,AGT089
TKT102914,ORD463418,CUST0048,DRV158,REST071,payment,refund,call,2024-08-31 20:22:00,2024-08-31 22:31:00,resolved,1,50,AGT084
TKT102915,ORD469036,CUST0078,DRV063,REST026,food,cold,email,2024-09-22 10:00:00,2024-09-22 10:13:00,resolved,5,100,AGT046
TKT102916,ORD409722,CUST0315,DRV043,REST059,payment,overcharged,email,2024-02-06 03:50:00,2024-02-06 04:08:00,resolved,5,100,AGT021
TKT102917,ORD457259,CUST0160,DRV118,REST065,payment,overcharged,call,2024-08-07 02:45:00,2024-08-07 03:14:00,resolved,1,100,AGT034
TKT102918,ORD422767,CUST0495,DRV070,REST062,delivery,late,call,2024-03-27 19:51:00,2024-03-27 22:14:00,resolved,4,0,AGT028
TKT102919,ORD429275,CUST0207,DRV028,REST074,food,wrong_item,in_app,2024-04-20 18:23:00,2024-04-20 20:48:00,resolved,1,0,AGT087
TKT102920,ORD446689,CUST0052,DRV090,REST092,rider,no_mask,in_app,2024-06-28 21:46:00,2024-06-29 00:33:00,resolved,4,0,AGT003
TKT102921,ORD417385,CUST0225,DRV056,REST092,rider,rude,in_app,2024-03-06 12:08:00,2024-03-06 12:30:00,resolved,2,0,AGT008
TKT102922,ORD416949,CUST0143,DRV072,REST099,payment,overcharged,call,2024-03-05 02:23:00,2024-03-05 02:52:00,resolved,2,100,AGT005
TKT102923,ORD479328,CUST0422,DRV116,REST070,delivery,not_delivered,call,2024-11-01 16:10:00,2024-11-01 16:35:00,resolved,2,100,AGT080
TKT102924,ORD423916,CUST0467,DRV200,REST044,rider,rude,email,2024-04-01 05:02:00,2024-04-01 07:08:00,resolved,5,50,AGT021
TKT102925,ORD454050,CUST0086,DRV091,REST065,payment,refund,in_app,2024-07-27 01:03:00,2024-07-27 02:04:00,resolved,3,50,AGT053
TKT102926,ORD417892,CUST0491,DRV005,REST020,rider,rude,call,2024-03-08 12:52:00,2024-03-08 15:19:00,resolved,4,50,AGT050
TKT102927,ORD483155,CUST0393,DRV098,REST051,delivery,not_delivered,in_app,2024-11-15 05:18:00,2024-11-15 08:03:00,resolved,5,100,AGT060
TKT102928,ORD465232,CUST0167,DRV166,REST091,delivery,late,in_app,2024-09-06 04:28:00,2024-09-06 06:02:00,resolved,2,50,AGT074
TKT102929,ORD402220,CUST0244,DRV194,REST016,payment,refund,in_app,2024-01-08 03:46:00,2024-01-08 04:27:00,resolved,3,100,AGT063
TKT102930,ORD425718,CUST0307,DRV066,REST098,food,wrong_item,call,2024-04-08 00:38:00,2024-04-08 02:54:00,resolved,2,0,AGT083
TKT102931,ORD480254,CUST0029,DRV067,REST029,payment,refund,in_app,2024-11-04 23:10:00,2024-11-04 23:38:00,resolved,3,50,AGT033
TKT102932,ORD454152,CUST0246,DRV168,REST014,food,cold,call,2024-07-27 11:32:00,2024-07-27 11:47:00,resolved,1,100,AGT072
TKT102933,ORD449236,CUST0286,DRV112,REST059,food,wrong_item,call,2024-07-06 13:10:00,2024-07-06 13:26:00,resolved,4,50,AGT099
TKT102934,ORD481505,CUST0248,DRV137,REST096,delivery,not_delivered,in_app,2024-11-08 08:22:00,2024-11-08 08:52:00,resolved,3,0,AGT037
TKT102935,ORD456845,CUST0467,DRV011,REST017,rider,no_mask,email,2024-08-05 19:45:00,2024-08-05 20:30:00,resolved,2,100,AGT064
TKT102936,ORD448286,CUST0380,DRV019,REST067,delivery,not_delivered,email,2024-07-03 21:21:00,2024-07-03 21:42:00,resolved,3,50,AGT044
TKT102937,ORD420209,CUST0198,DRV032,REST037,rider,no_mask,call,2024-03-16 06:08:00,2024-03-16 07:20:00,resolved,1,0,AGT028
TKT102938,ORD481949,CUST0084,DRV047,REST012,delivery,not_delivered,call,2024-11-10 17:37:00,2024-11-10 19:54:00,resolved,5,100,AGT071
TKT102939,ORD457150,CUST0337,DRV060,REST080,delivery,not_delivered,in_app,2024-08-06 20:58:00,2024-08-06 21:41:00,resolved,2,0,AGT099
TKT102940,ORD417382,CUST0462,DRV100,REST064,food,cold,email,2024-03-07 00:56:00,2024-03-07 02:10:00,resolved,3,0,AGT037
TKT102941,ORD444951,CUST0213,DRV180,REST090,delivery,not_delivered,in_app,2024-06-19 18:01:00,2024-06-19 20:41:00,resolved,4,50,AGT015
TKT102942,ORD448811,CUST0453,DRV153,REST011,rider,no_mask,email,2024-07-05 07:59:00,2024-07-05 10:11:00,resolved,2,0,AGT007
TKT102943,ORD478428,CUST0013,DRV091,REST091,payment,overcharged,call,2024-10-29 08:46:00,2024-10-29 09:01:00,resolved,1,50,AGT067
TKT102944,ORD439654,CUST0014,DRV144,REST056,payment,refund,in_app,2024-05-31 09:12:00,2024-05-31 10:59:00,resolved,3,100,AGT022
TKT102945,ORD480933,CUST0180,DRV130,REST015,food,cold,in_app,2024-11-06 15:29:00,2024-11-06 18:20:00,resolved,5,0,AGT039
TKT102946,ORD421372,CUST0391,DRV089,REST064,delivery,not_delivered,email,2024-03-21 20:54:00,2024-03-21 22:36:00,resolved,5,50,AGT074
TKT102947,ORD401139,CUST0360,DRV017,REST094,delivery,late,call,2024-01-05 21:44:00,2024-01-05 22:45:00,resolved,3,0,AGT064
TKT102948,ORD401146,CUST0143,DRV007,REST032,food,wrong_item,call,2024-01-05 07:06:00,2024-01-05 07:36:00,resolved,4,50,AGT098
TKT102949,ORD467004,CUST0146,DRV058,REST001,payment,refund,in_app,2024-09-13 04:27:00,2024-09-13 06:09:00,resolved,3,100,AGT027
TKT102950,ORD453437,CUST0489,DRV111,REST098,payment,refund,call,2024-07-23 22:06:00,2024-07-23 23:35:00,resolved,5,50,AGT006
TKT102951,ORD402742,CUST0145,DRV139,REST082,rider,no_mask,call,2024-01-10 15:26:00,2024-01-10 17:03:00,resolved,4,50,AGT065
TKT102952,ORD456483,CUST0042,DRV142,REST065,delivery,not_delivered,email,2024-08-04 11:41:00,2024-08-04 14:19:00,resolved,2,100,AGT013
TKT102953,ORD488026,CUST0490,DRV103,REST015,food,wrong_item,in_app,2024-12-04 12:44:00,2024-12-04 13:09:00,resolved,1,0,AGT040
TKT102954,ORD485170,CUST0429,DRV112,REST068,food,cold,email,2024-11-24 16:43:00,2024-11-24 17:08:00,resolved,3,100,AGT097
TKT102955,ORD490523,CUST0289,DRV178,REST076,payment,overcharged,email,2024-12-13 01:14:00,2024-12-13 02:37:00,resolved,5,50,AGT007
TKT102956,ORD488032,CUST0263,DRV065,REST059,delivery,late,call,2024-12-04 17:39:00,2024-12-04 18:37:00,resolved,1,0,AGT089
TKT102957,ORD420831,CUST0337,DRV129,REST031,food,cold,call,2024-03-18 10:26:00,2024-03-18 12:32:00,resolved,4,0,AGT093
TKT102958,ORD487795,CUST0275,DRV130,REST074,food,cold,call,2024-12-05 00:00:00,2024-12-05 01:14:00,resolved,2,0,AGT040
TKT102959,ORD443269,CUST0388,DRV109,REST002,rider,rude,email,2024-06-13 19:29:00,2024-06-13 20:05:00,resolved,3,0,AGT050
TKT102960,ORD401747,CUST0275,DRV159,REST081,delivery,not_delivered,call,2024-01-07 05:14:00,2024-01-07 07:30:00,resolved,3,100,AGT043
TKT102961,ORD459203,CUST0222,DRV074,REST053,payment,overcharged,email,2024-08-14 04:06:00,2024-08-14 07:00:00,resolved,3,0,AGT053
TKT102962,ORD422088,CUST0237,DRV042,REST098,rider,rude,email,2024-03-24 23:20:00,2024-03-25 00:22:00,resolved,2,50,AGT092
TKT102963,ORD457641,CUST0413,DRV029,REST064,rider,rude,email,2024-08-08 17:21:00,2024-08-08 19:06:00,resolved,4,0,AGT024
TKT102964,ORD486239,CUST0381,DRV025,REST071,delivery,not_delivered,call,2024-11-28 22:18:00,2024-11-29 01:18:00,resolved,3,0,AGT021
TKT102965,ORD476866,CUST0381,DRV130,REST079,delivery,late,call,2024-10-23 16:34:00,2024-10-23 18:42:00,resolved,3,100,AGT078
