log_id,ticket_id,status,status_datetime,agent_id
4360,TKT102179,resolved,2024-08-23 20:05:00,AGT086
4361,TKT102180,opened,2024-07-10 06:27:00,AGT020
4362,TKT102180,resolved,2024-07-10 06:45:00,AGT020
4363,TKT102181,opened,2024-09-06 22:02:00,AGT084
4364,TKT102181,resolved,2024-09-06 22:59:00,AGT084
4365,TKT102182,opened,2024-04-29 19:30:00,AGT094
4366,TKT102182,resolved,2024-04-29 21:32:00,AGT094
4367,TKT102183,opened,2024-12-04 13:21:00,AGT003
4368,TKT102183,resolved,2024-12-04 16:13:00,AGT003
4369,TKT102184,opened,2024-01-24 12:36:00,AGT056
4370,TKT102184,resolved,2024-01-24 14:26:00,AGT056
4371,TKT102185,opened,2024-06-13 20:57:00,AGT006
4372,TKT102185,resolved,2024-06-13 22:43:00,AGT006
4373,TKT102186,opened,2024-04-07 08:43:00,AGT098
4374,TKT102186,resolved,2024-04-07 10:58:00,AGT098
4375,TKT102187,opened,2024-12-26 23:03:00,AGT007
4376,TKT102187,resolved,2024-12-26 23:31:00,AGT007
4377,TKT102188,opened,2024-12-16 08:30:00,AGT004
4378,TKT102188,resolved,2024-12-16 09:29:00,AGT004
4379,TKT102189,opened,2024-12-12 20:46:00,AGT026
4380,TKT102189,resolved,2024-12-12 21:58:00,AGT026
4381,TKT102190,opened,2024-03-18 06:15:00,AGT052
4382,TKT102190,resolved,2024-03-18 09:15:00,AGT052
4383,TKT102191,opened,2024-05-12 00:48:00,AGT087
4384,TKT102191,resolved,2024-05-12 02:32:00,AGT087
4385,TKT102192,opened,2024-01-11 17:27:00,AGT099
4386,TKT102192,resolved,2024-01-11 19:19:00,AGT099
4387,TKT102193,opened,2024-12-07 09:28:00,AGT003
4388,TKT102193,resolved,2024-12-07 09:46:00,AGT003
4389,TKT102194,opened,2024-12-27 17:08:00,AGT027
4390,TKT102194,resolved,2024-12-27 17:47:00,AGT027
4391,TKT102195,opened,2024-04-04 06:28:00,AGT013
4392,TKT102195,resolved,2024-04-04 09:27:00,AGT013
4393,TKT102196,opened,2024-02-26 09:50:00,AGT041
4394,TKT102196,resolved,2024-02-26 10:09:00,AGT041
4395,TKT102197,opened,2024-04-08 18:43:00,AGT038
4396,TKT102197,resolved,2024-04-08 20:20:00,AGT038
4397,TKT102198,opened,2024-02-19 20:48:00,AGT048
4398,TKT102198,resolved,2024-02-19 21:50:00,AGT048
4399,TKT102199,opened,2024-03-22 15:41:00,AGT041
4400,TKT102199,resolved,2024-03-22 15:52:00,AGT041
4401,TKT102200,opened,2024-08-13 15:17:00,AGT027
4402,TKT102200,resolved,2024-08-13 17:13:00,AGT027
4403,TKT102201,opened,2024-10-07 00:12:00,AGT038
4404,TKT102201,resolved,2024-10-07 01:46:00,AGT038
4405,TKT102202,opened,2024-12-02 16:25:00,AGT017
4406,TKT102202,resolved,2024-12-02 17:17:00,AGT017
4407,TKT102203,opened,2024-04-08 15:09:00,AGT051
4408,TKT102203,resolved,2024-04-08 15:53:00,AGT051
4409,TKT102204,opened,2024-07-18 04:29:00,AGT004
4410,TKT102204,resolved,2024-07-18 06:52:00,AGT004
4411,TKT102205,opened,2024-07-07 11:15:00,AGT045
4412,TKT102205,resolved,2024-07-07 13:24:00,AGT045
4413,TKT102206,opened,2024-03-03 05:23:00,AGT034
4414,TKT102206,resolved,2024-03-03 05:46:00,AGT034
4415,TKT102207,opened,2024-01-01 17:41:00,AGT071
4416,TKT102207,resolved,2024-01-01 20:22:00,AGT071
4417,TKT102208,opened,2024-10-26 16:49:00,AGT058
4418,TKT102208,resolved,2024-10-26 17:54:00,AGT058
4419,TKT102209,opened,2024-04-02 12:09:00,AGT056
4420,TKT102209,resolved,2024-04-02 13:17:00,AGT056
4421,TKT102210,opened,2024-05-12 04:50:00,AGT040
4422,TKT102210,resolved,2024-05-12 07:45:00,AGT040
4423,TKT102211,opened,2024-05-28 13:27:00,AGT044
4424,TKT102211,resolved,2024-05-28 15:31:00,AGT044
4425,TKT102212,opened,2024-10-07 22:54:00,AGT007
4426,TKT102212,resolved,2024-10-07 23:06:00,AGT007
4427,TKT102213,opened,2024-06-15 18:31:00,AGT004
4428,TKT102213,resolved,2024-06-15 20:29:00,AGT004
4429,TKT102214,opened,2024-06-28 02:59:00,AGT094
4430,TKT102214,resolved,2024-06-28 04:22:00,AGT094
4431,TKT102215,opened,2024-12-26 17:16:00,AGT045
4432,TKT102215,resolved,2024-12-26 19:10:00,AGT045
4433,TKT102216,opened,2024-12-20 11:44:00,AGT064
4434,TKT102216,resolved,2024-12-20 12:03:00,AGT064
4435,TKT102217,opened,2024-06-28 19:10:00,AGT085
4436,TKT102217,resolved,2024-06-28 20:55:00,AGT085
4437,TKT102218,opened,2024-11-06 07:07:00,AGT075
4438,TKT102218,resolved,2024-11-06 08:30:00,AGT075
4439,TKT102219,opened,2024-10-09 07:34:00,AGT010
4440,TKT102219,resolved,2024-10-09 08:43:00,AGT010
4441,TKT102220,opened,2024-05-28 15:10:00,AGT091
4442,TKT102220,resolved,2024-05-28 16:48:00,AGT091
4443,TKT102221,opened,2024-03-11 08:59:00,AGT095
4444,TKT102221,resolved,2024-03-11 11:11:00,AGT095
4445,TKT102222,opened,2024-04-28 01:28:00,AGT097
4446,TKT102222,resolved,2024-04-28 02:40:00,AGT097
4447,TKT102223,opened,2024-08-19 08:59:00,AGT022
4448,TKT102223,resolved,2024-08-19 10:04:00,AGT022
4449,TKT102224,opened,2024-07-24 19:16:00,AGT082
4450,TKT102224,resolved,2024-07-24 19:52:00,AGT082
4451,TKT102225,opened,2024-09-02 06:15:00,AGT063
4452,TKT102225,resolved,2024-09-02 06:52:00,AGT063
4453,TKT102226,opened,2024-06-25 15:22:00,AGT008
4454,TKT102226,resolved,2024-06-25 16:48:00,AGT008
4455,TKT102227,opened,2024-05-22 04:08:00,AGT074
4456,TKT102227,resolved,2024-05-22 04:38:00,AGT074
4457,TKT102228,opened,2024-07-25 03:05:00,AGT092
4458,TKT102228,resolved,2024-07-25 04:43:00,AGT092
4459,TKT102229,opened,2024-02-24 02:50:00,AGT073
4460,TKT102229,resolved,2024-02-24 05:34:00,AGT073
4461,TKT102230,opened,2024-02-10 16:03:00,AGT064
4462,TKT102230,resolved,2024-02-10 18:23:00,AGT064
4463,TKT102231,opened,2024-11-18 09:27:00,AGT011
4464,TKT102231,resolved,2024-11-18 10:16:00,AGT011
4465,TKT102232,opened,2024-11-29 07:20:00,AGT055
4466,TKT102232,resolved,2024-11-29 09:58:00,AGT055
4467,TKT102233,opened,2024-06-24 22:37:00,AGT085
4468,TKT102233,resolved,2024-06-24 23:09:00,AGT085
4469,TKT102234,opened,2024-02-05 20:51:00,AGT003
4470,TKT102234,resolved,2024-02-05 22:23:00,AGT003
4471,TKT102235,opened,2024-02-16 05:19:00,AGT019
4472,TKT102235,resolved,2024-02-16 08:08:00,AGT019
4473,TKT102236,opened,2024-07-03 07:30:00,AGT002
4474,TKT102236,resolved,2024-07-03 09:32:00,AGT002
4475,TKT102237,opened,2024-03-16 06:40:00,AGT092
4476,TKT102237,resolved,2024-03-16 07:14:00,AGT092
4477,TKT102238,opened,2024-10-16 00:32:00,AGT019
4478,TKT102238,resolved,2024-10-16 02:37:00,AGT019
4479,TKT102239,opened,2024-09-26 11:14:00,AGT026
4480,TKT102239,resolved,2024-09-26 12:47:00,AGT026
4481,TKT102240,opened,2024-04-01 23:20:00,AGT042
4482,TKT102240,resolved,2024-04-01 23:35:00,AGT042
4483,TKT102241,opened,2024-11-07 17:07:00,AGT090
4484,TKT102241,resolved,2024-11-07 18:24:00,AGT090
4485,TKT102242,opened,2024-10-12 05:16:00,AGT022
4486,TKT102242,resolved,2024-10-12 06:18:00,AGT022
4487,TKT102243,opened,2024-11-23 08:36:00,AGT028
4488,TKT102243,resolved,2024-11-23 11:11:00,AGT028
4489,TKT102244,opened,2024-02-10 22:46:00,AGT059
4490,TKT102244,resolved,2024-02-11 00:58:00,AGT059
4491,TKT102245,opened,2024-10-24 23:21:00,AGT055
4492,TKT102245,resolved,2024-10-25 01:23:00,AGT055
4493,TKT102246,opened,2024-05-23 04:54:00,AGT043
4494,TKT102246,resolved,2024-05-23 07:27:00,AGT043
4495,TKT102247,opened,2024-04-18 06:33:00,AGT024
4496,TKT102247,resolved,2024-04-18 09:06:00,AGT024
4497,TKT102248,opened,2024-01-16 21:17:00,AGT041
4498,TKT102248,resolved,2024-01-16 23:24:00,AGT041
4499,TKT102249,opened,2024-06-18 06:28:00,AGT089
4500,TKT102249,resolved,2024-06-18 09:19:00,AGT089
4501,TKT102250,opened,2024-05-31 06:04:00,AGT007
4502,TKT102250,resolved,2024-05-31 06:16:00,AGT007
4503,TKT102251,opened,2024-05-16 20:24:00,AGT002
4504,TKT102251,resolved,2024-05-16 21:18:00,AGT002
4505,TKT102252,opened,2024-03-11 03:22:00,AGT074
4506,TKT102252,resolved,2024-03-11 05:43:00,AGT074
4507,TKT102253,opened,2024-10-27 17:05:00,AGT078
4508,TKT102253,resolved,2024-10-27 19:31:00,AGT078
4509,TKT102254,opened,2024-08-28 11:21:00,AGT006
4510,TKT102254,resolved,2024-08-28 14:17:00,AGT006
4511,TKT102255,opened,2024-09-08 11:00:00,AGT039
4512,TKT102255,resolved,2024-09-08 11:12:00,AGT039
4513,TKT102256,opened,2024-03-04 11:11:00,AGT009
4514,TKT102256,resolved,2024-03-04 13:22:00,AGT009
4515,TKT102257,opened,2024-10-27 20:08:00,AGT081
4516,TKT102257,resolved,2024-10-27 21:20:00,AGT081
4517,TKT102258,opened,2024-03-30 23:52:00,AGT032
4518,TKT102258,resolved,2024-03-31 01:24:00,AGT032
4519,TKT102259,opened,2024-01-14 23:27:00,AGT077
4520,TKT102259,resolved,2024-01-15 00:48:00,AGT077
4521,TKT102260,opened,2024-03-29 08:27:00,AGT089
4522,TKT102260,resolved,2024-03-29 10:31:00,AGT089
4523,TKT102261,opened,2024-09-03 11:56:00,AGT084
4524,TKT102261,resolved,2024-09-03 13:18:00,AGT084
4525,TKT102262,opened,2024-11-30 11:58:00,AGT056
4526,TKT102262,resolved,2024-11-30 14:22:00,AGT056
4527,TKT102263,opened,2024-08-31 19:25:00,AGT049
4528,TKT102263,resolved,2024-08-31 19:53:00,AGT049
4529,TKT102264,opened,2024-06-12 22:18:00,AGT003
4530,TKT102264,resolved,2024-06-12 23:24:00,AGT003
4531,TKT102265,opened,2024-11-05 10:17:00,AGT050
4532,TKT102265,resolved,2024-11-05 10:57:00,AGT050
4533,TKT102266,opened,2024-01-03 22:38:00,AGT067
4534,TKT102266,resolved,2024-01-04 01:10:00,AGT067
4535,TKT102267,opened,2024-03-21 00:56:00,AGT070
4536,TKT102267,resolved,2024-03-21 02:18:00,AGT070
4537,TKT102268,opened,2024-03-12 11:31:00,AGT054
4538,TKT102268,resolved,2024-03-12 12:21:00,AGT054
4539,TKT102269,opened,2024-11-02 01:26:00,AGT071
4540,TKT102269,resolved,2024-11-02 03:00:00,AGT071
4541,TKT102270,opened,2024-06-25 02:06:00,AGT092
4542,TKT102270,resolved,2024-06-25 03:45:00,AGT092
4543,TKT102271,opened,2024-05-22 08:13:00,AGT032
4544,TKT102271,resolved,2024-05-22 09:04:00,AGT032
4545,TKT102272,opened,2024-02-11 23:22:00,AGT012
4546,TKT102272,resolved,2024-02-12 00:48:00,AGT012
4547,TKT102273,opened,2024-01-11 14:44:00,AGT037
4548,TKT102273,resolved,2024-01-11 17:25:00,AGT037
4549,TKT102274,opened,2024-08-16 13:44:00,AGT053
4550,TKT102274,resolved,2024-08-16 14:55:00,AGT053
4551,TKT102275,opened,2024-07-02 14:00:00,AGT015
4552,TKT102275,resolved,2024-07-02 15:15:00,AGT015
4553,TKT102276,opened,2024-12-22 08:07:00,AGT078
4554,TKT102276,resolved,2024-12-22 08:51:00,AGT078
4555,TKT102277,opened,2024-06-05 12:06:00,AGT065
4556,TKT102277,resolved,2024-06-05 14:47:00,AGT065
4557,TKT102278,opened,2024-01-30 13:55:00,AGT012
4558,TKT102278,resolved,2024-01-30 14:21:00,AGT012
4559,TKT102279,opened,2024-04-25 09:22:00,AGT056
4560,TKT102279,resolved,2024-04-25 10:19:00,AGT056
4561,TKT102280,opened,2024-03-25 13:53:00,AGT089
4562,TKT102280,resolved,2024-03-25 15:32:00,AGT089
4563,TKT102281,opened,2024-09-04 15:46:00,AGT009
4564,TKT102281,resolved,2024-09-04 18:04:00,AGT009
4565,TKT102282,opened,2024-03-15 23:46:00,AGT043
4566,TKT102282,resolved,2024-03-16 00:12:00,AGT043
4567,TKT102283,opened,2024-01-07 10:37:00,AGT087
4568,TKT102283,resolved,2024-01-07 11:19:00,AGT087
4569,TKT102284,opened,2024-12-07 17:17:00,AGT027
4570,TKT102284,resolved,2024-12-07 18:22:00,AGT027
4571,TKT102285,opened,2024-09-08 19:55:00,AGT072
4572,TKT102285,resolved,2024-09-08 20:18:00,AGT072
4573,TKT102286,opened,2024-02-25 04:49:00,AGT091
4574,TKT102286,resolved,2024-02-25 06:08:00,AGT091
4575,TKT102287,opened,2024-12-10 11:36:00,AGT082
4576,TKT102287,resolved,2024-12-10 14:16:00,AGT082
4577,TKT102288,opened,2024-11-23 08:13:00,AGT080
4578,TKT102288,resolved,2024-11-23 09:52:00,AGT080
4579,TKT102289,opened,2024-04-26 17:11:00,AGT091
4580,TKT102289,resolved,2024-04-26 17:38:00,AGT091
4581,TKT102290,opened,2024-09-04 11:49:00,AGT079
4582,TKT102290,resolved,2024-09-04 13:43:00,AGT079
4583,TKT102291,opened,2024-12-09 21:19:00,AGT036
4584,TKT102291,resolved,2024-12-09 21:39:00,AGT036
4585,TKT102292,opened,2024-04-30 10:44:00,AGT034
4586,TKT102292,resolved,2024-04-30 13:44:00,AGT034
4587,TKT102293,opened,2024-02-27 23:19:00,AGT094
4588,TKT102293,resolved,2024-02-28 00:48:00,AGT094
4589,TKT102294,opened,2024-03-19 00:33:00,AGT052
4590,TKT102294,resolved,2024-03-19 01:10:00,AGT052
4591,TKT102295,opened,2024-03-31 13:27:00,AGT028
4592,TKT102295,resolved,2024-03-31 13:46:00,AGT028
4593,TKT102296,opened,2024-10-10 20:47:00,AGT099
4594,TKT102296,resolved,2024-10-10 22:23:00,AGT099
4595,TKT102297,opened,2024-03-29 20:06:00,AGT055
4596,TKT102297,resolved,2024-03-29 22:24:00,AGT055
4597,TKT102298,opened,2024-07-26 13:46:00,AGT097
4598,TKT102298,resolved,2024-07-26 15:21:00,AGT097
4599,TKT102299,opened,2024-01-09 01:27:00,AGT020
4600,TKT102299,resolved,2024-01-09 04:22:00,AGT020
4601,TKT102300,opened,2024-09-12 23:14:00,AGT091
4602,TKT102300,resolved,2024-09-12 23:30:00,AGT091
4603,TKT102301,opened,2024-03-04 04:12:00,AGT088
4604,TKT102301,resolved,2024-03-04 06:54:00,AGT088
4605,TKT102302,opened,2024-05-30 16:14:00,AGT004
4606,TKT102302,resolved,2024-05-30 19:07:00,AGT004
4607,TKT102303,opened,2024-05-18 04:46:00,AGT026
4608,TKT102303,resolved,2024-05-18 07:07:00,AGT026
4609,TKT102304,opened,2024-05-15 11:19:00,AGT031
4610,TKT102304,resolved,2024-05-15 13:01:00,AGT031
4611,TKT102305,opened,2024-06-14 11:53:00,AGT057
4612,TKT102305,resolved,2024-06-14 12:36:00,AGT057
4613,TKT102306,opened,2024-10-26 14:34:00,AGT030
4614,TKT102306,resolved,2024-10-26 16:29:00,AGT030
4615,TKT102307,opened,2024-09-08 03:43:00,AGT035
4616,TKT102307,resolved,2024-09-08 04:45:00,AGT035
4617,TKT102308,opened,2024-07-14 22:10:00,AGT028
4618,TKT102308,resolved,2024-07-15 01:05:00,AGT028
4619,TKT102309,opened,2024-11-25 00:56:00,AGT003
4620,TKT102309,resolved,2024-11-25 02:23:00,AGT003
4621,TKT102310,opened,2024-12-11 06:03:00,AGT011
4622,TKT102310,resolved,2024-12-11 07:32:00,AGT011
4623,TKT102311,opened,2024-12-02 16:46:00,AGT030
4624,TKT102311,resolved,2024-12-02 18:27:00,AGT030
4625,TKT102312,opened,2024-10-16 21:36:00,AGT004
4626,TKT102312,resolved,2024-10-16 22:45:00,AGT004
4627,TKT102313,opened,2024-04-02 14:19:00,AGT050
4628,TKT102313,resolved,2024-04-02 16:04:00,AGT050
4629,TKT102314,opened,2024-01-14 02:36:00,AGT066
4630,TKT102314,resolved,2024-01-14 04:48:00,AGT066
4631,TKT102315,opened,2024-01-28 05:39:00,AGT044
4632,TKT102315,resolved,2024-01-28 08:30:00,AGT044
4633,TKT102316,opened,2024-06-03 18:08:00,AGT035
4634,TKT102316,resolved,2024-06-03 18:18:00,AGT035
4635,TKT102317,opened,2024-10-04 15:17:00,AGT045
4636,TKT102317,resolved,2024-10-04 17:07:00,AGT045
4637,TKT102318,opened,2024-03-01 17:03:00,AGT005
4638,TKT102318,resolved,2024-03-01 17:34:00,AGT005
4639,TKT102319,opened,2024-01-01 17:51:00,AGT068
4640,TKT102319,resolved,2024-01-01 19:19:00,AGT068
4641,TKT102320,opened,2024-04-30 06:54:00,AGT096
4642,TKT102320,resolved,2024-04-30 09:20:00,AGT096
4643,TKT102321,opened,2024-12-05 12:18:00,AGT040
4644,TKT102321,resolved,2024-12-05 14:22:00,AGT040
4645,TKT102322,opened,2024-04-22 15:47:00,AGT007
4646,TKT102322,resolved,2024-04-22 17:34:00,AGT007
4647,TKT102323,opened,2024-10-20 19:33:00,AGT090
4648,TKT102323,resolved,2024-10-20 20:43:00,AGT090
4649,TKT102324,opened,2024-07-27 17:33:00,AGT095
4650,TKT102324,resolved,2024-07-27 20:13:00,AGT095
4651,TKT102325,opened,2024-04-14 23:50:00,AGT032
4652,TKT102325,resolved,2024-04-15 01:33:00,AGT032
4653,TKT102326,opened,2024-06-03 11:16:00,AGT010
4654,TKT102326,resolved,2024-06-03 12:00:00,AGT010
4655,TKT102327,opened,2024-01-18 08:50:00,AGT028
4656,TKT102327,resolved,2024-01-18 09:05:00,AGT028
4657,TKT102328,opened,2024-01-05 14:43:00,AGT025
4658,TKT102328,resolved,2024-01-05 15:44:00,AGT025
4659,TKT102329,opened,2024-07-10 08:52:00,AGT026
4660,TKT102329,resolved,2024-07-10 09:26:00,AGT026
4661,TKT102330,opened,2024-01-04 03:38:00,AGT066
4662,TKT102330,resolved,2024-01-04 06:18:00,AGT066
4663,TKT102331,opened,2024-05-02 12:18:00,AGT011
4664,TKT102331,resolved,2024-05-02 14:08:00,AGT011
4665,TKT102332,opened,2024-03-15 08:53:00,AGT012
4666,TKT102332,resolved,2024-03-15 09:13:00,AGT012
4667,TKT102333,opened,2024-02-21 06:20:00,AGT064
4668,TKT102333,resolved,2024-02-21 07:03:00,AGT064
4669,TKT102334,opened,2024-02-22 16:29:00,AGT001
4670,TKT102334,resolved,2024-02-22 19:21:00,AGT001
4671,TKT102335,opened,2024-08-26 06:10:00,AGT074
4672,TKT102335,resolved,2024-08-26 08:58:00,AGT074
4673,TKT102336,opened,2024-12-13 06:25:00,AGT095
4674,TKT102336,resolved,2024-12-13 06:57:00,AGT095
4675,TKT102337,opened,2024-12-18 00:30:00,AGT052
4676,TKT102337,resolved,2024-12-18 01:17:00,AGT052
4677,TKT102338,opened,2024-08-25 17:13:00,AGT062
4678,TKT102338,resolved,2024-08-25 18:11:00,AGT062
4679,TKT102339,opened,2024-09-16 19:37:00,AGT050
4680,TKT102339,resolved,2024-09-16 21:05:00,AGT050
4681,TKT102340,opened,2024-05-08 17:29:00,AGT070
4682,TKT102340,resolved,2024-05-08 18:07:00,AGT070
4683,TKT102341,opened,2024-02-03 12:35:00,AGT001
4684,TKT102341,resolved,2024-02-03 13:21:00,AGT001
4685,TKT102342,opened,2024-05-19 01:11:00,AGT050
4686,TKT102342,resolved,2024-05-19 01:44:00,AGT050
4687,TKT102343,opened,2024-05-30 18:25:00,AGT022
4688,TKT102343,resolved,2024-05-30 19:00:00,AGT022
4689,TKT102344,opened,2024-12-10 07:32:00,AGT044
4690,TKT102344,resolved,2024-12-10 08:47:00,AGT044
4691,TKT102345,opened,2024-03-14 21:58:00,AGT039
4692,TKT102345,resolved,2024-03-14 23:27:00,AGT039
4693,TKT102346,opened,2024-02-17 01:15:00,AGT003
4694,TKT102346,resolved,2024-02-17 01:54:00,AGT003
4695,TKT102347,opened,2024-10-30 08:16:00,AGT053
4696,TKT102347,resolved,2024-10-30 10:07:00,AGT053
4697,TKT102348,opened,2024-05-21 16:01:00,AGT041
4698,TKT102348,resolved,2024-05-21 17:44:00,AGT041
4699,TKT102349,opened,2024-06-20 23:35:00,AGT060
4700,TKT102349,resolved,2024-06-21 01:28:00,AGT060
4701,TKT102350,opened,2024-01-25 18:32:00,AGT074
4702,TKT102350,resolved,2024-01-25 20:04:00,AGT074
4703,TKT102351,opened,2024-09-03 21:04:00,AGT078
4704,TKT102351,resolved,2024-09-03 21:34:00,AGT078
4705,TKT102352,opened,2024-01-01 15:28:00,AGT066
4706,TKT102352,resolved,2024-01-01 18:16:00,AGT066
4707,TKT102353,opened,2024-10-10 09:10:00,AGT011
4708,TKT102353,resolved,2024-10-10 10:18:00,AGT011
4709,TKT102354,opened,2024-06-28 22:23:00,AGT059
4710,TKT102354,resolved,2024-06-29 01:00:00,AGT059
4711,TKT102355,opened,2024-06-02 11:06:00,AGT036
4712,TKT102355,resolved,2024-06-02 14:01:00,AGT036
4713,TKT102356,opened,2024-07-25 07:51:00,AGT080
4714,TKT102356,resolved,2024-07-25 08:48:00,AGT080
4715,TKT102357,opened,2024-05-17 09:43:00,AGT049
4716,TKT102357,resolved,2024-05-17 10:24:00,AGT049
4717,TKT102358,opened,2024-03-02 19:31:00,AGT015
4718,TKT102358,resolved,2024-03-02 20:56:00,AGT015
4719,TKT102359,opened,2024-08-03 23:16:00,AGT098
4720,TKT102359,resolved,2024-08-04 02:02:00,AGT098
4721,TKT102360,opened,2024-07-08 17:47:00,AGT030
4722,TKT102360,resolved,2024-07-08 18:17:00,AGT030
4723,TKT102361,opened,2024-11-24 07:05:00,AGT048
4724,TKT102361,resolved,2024-11-24 07:17:00,AGT048
4725,TKT102362,opened,2024-11-11 04:58:00,AGT021
4726,TKT102362,resolved,2024-11-11 05:09:00,AGT021
4727,TKT102363,opened,2024-09-10 18:07:00,AGT082
4728,TKT102363,resolved,2024-09-10 20:37:00,AGT082
4729,TKT102364,opened,2024-04-27 04:49:00,AGT005
4730,TKT102364,resolved,2024-04-27 06:43:00,AGT005
4731,TKT102365,opened,2024-05-01 15:43:00,AGT037
4732,TKT102365,resolved,2024-05-01 16:43:00,AGT037
4733,TKT102366,opened,2024-11-28 09:43:00,AGT063
4734,TKT102366,resolved,2024-11-28 10:50:00,AGT063
4735,TKT102367,opened,2024-08-26 19:46:00,AGT025
4736,TKT102367,resolved,2024-08-26 22:32:00,AGT025
4737,TKT102368,opened,2024-09-09 09:11:00,AGT098
4738,TKT102368,resolved,2024-09-09 10:28:00,AGT098
4739,TKT102369,opened,2024-04-02 01:35:00,AGT091
4740,TKT102369,resolved,2024-04-02 03:26:00,AGT091
4741,TKT102370,opened,2024-01-18 18:37:00,AGT082
4742,TKT102370,resolved,2024-01-18 18:56:00,AGT082
4743,TKT102371,opened,2024-09-01 13:06:00,AGT003
4744,TKT102371,resolved,2024-09-01 14:38:00,AGT003
4745,TKT102372,opened,2024-01-02 15:51:00,AGT043
4746,TKT102372,resolved,2024-01-02 17:09:00,AGT043
4747,TKT102373,opened,2024-09-23 04:13:00,AGT025
4748,TKT102373,resolved,2024-09-23 06:15:00,AGT025
4749,TKT102374,opened,2024-11-06 21:55:00,AGT099
4750,TKT102374,resolved,2024-11-06 22:15:00,AGT099
4751,TKT102375,opened,2024-05-24 02:51:00,AGT003
4752,TKT102375,resolved,2024-05-24 05:30:00,AGT003
4753,TKT102376,opened,2024-07-28 03:59:00,AGT017
4754,TKT102376,resolved,2024-07-28 05:45:00,AGT017
4755,TKT102377,opened,2024-06-26 12:03:00,AGT003
4756,TKT102377,resolved,2024-06-26 12:58:00,AGT003
4757,TKT102378,opened,2024-04-27 16:31:00,AGT056
4758,TKT102378,resolved,2024-04-27 18:25:00,AGT056
4759,TKT102379,opened,2024-11-27 11:03:00,AGT014
4760,TKT102379,resolved,2024-11-27 13:57:00,AGT014
4761,TKT102380,opened,2024-04-08 07:19:00,AGT040
4762,TKT102380,resolved,2024-04-08 09:08:00,AGT040
4763,TKT102381,opened,2024-09-17 06:19:00,AGT022
4764,TKT102381,resolved,2024-09-17 09:01:00,AGT022
4765,TKT102382,opened,2024-09-25 09:15:00,AGT025
4766,TKT102382,resolved,2024-09-25 10:32:00,AGT025
4767,TKT102383,opened,2024-12-10 00:23:00,AGT036
4768,TKT102383,resolved,2024-12-10 03:08:00,AGT036
4769,TKT102384,opened,2024-12-15 11:05:00,AGT083
4770,TKT102384,resolved,2024-12-15 13:23:00,AGT083
4771,TKT102385,opened,2024-03-03 14:52:00,AGT090
4772,TKT102385,resolved,2024-03-03 16:38:00,AGT090
4773,TKT102386,opened,2024-11-05 05:37:00,AGT016
4774,TKT102386,resolved,2024-11-05 08:13:00,AGT016
4775,TKT102387,opened,2024-12-06 04:04:00,AGT027
4776,TKT102387,resolved,2024-12-06 06:44:00,AGT027
4777,TKT102388,opened,2024-05-21 10:50:00,AGT006
4778,TKT102388,resolved,2024-05-21 11:01:00,AGT006
4779,TKT102389,opened,2024-11-03 23:04:00,AGT093
4780,TKT102389,resolved,2024-11-03 23:57:00,AGT093
4781,TKT102390,opened,2024-09-30 07:10:00,AGT100
4782,TKT102390,resolved,2024-09-30 08:42:00,AGT100
4783,TKT102391,opened,2024-05-08 19:13:00,AGT049
4784,TKT102391,resolved,2024-05-08 21:43:00,AGT049
4785,TKT102392,opened,2024-09-05 03:22:00,AGT065
4786,TKT102392,resolved,2024-09-05 04:20:00,AGT065
4787,TKT102393,opened,2024-11-06 19:09:00,AGT041
4788,TKT102393,resolved,2024-11-06 21:09:00,AGT041
4789,TKT102394,opened,2024-01-20 12:55:00,AGT011
4790,TKT102394,resolved,2024-01-20 15:41:00,AGT011
4791,TKT102395,opened,2024-12-16 05:17:00,AGT071
4792,TKT102395,resolved,2024-12-16 08:07:00,AGT071
4793,TKT102396,opened,2024-08-20 05:19:00,AGT022
4794,TKT102396,resolved,2024-08-20 05:40:00,AGT022
4795,TKT102397,opened,2024-04-07 02:12:00,AGT004
4796,TKT102397,resolved,2024-04-07 02:51:00,AGT004
4797,TKT102398,opened,2024-02-26 11:31:00,AGT048
4798,TKT102398,resolved,2024-02-26 12:40:00,AGT048
4799,TKT102399,opened,2024-10-04 05:58:00,AGT068
4800,TKT102399,resolved,2024-10-04 06:30:00,AGT068
4801,TKT102400,opened,2024-09-13 12:15:00,AGT062
4802,TKT102400,resolved,2024-09-13 15:04:00,AGT062
4803,TKT102401,opened,2024-02-18 03:02:00,AGT025
4804,TKT102401,resolved,2024-02-18 03:56:00,AGT025
4805,TKT102402,opened,2024-02-25 10:36:00,AGT062
4806,TKT102402,resolved,2024-02-25 10:49:00,AGT062
4807,TKT102403,opened,2024-04-18 04:31:00,AGT069
4808,TKT102403,resolved,2024-04-18 07:25:00,AGT069
4809,TKT102404,opened,2024-05-13 16:32:00,AGT046
4810,TKT102404,resolved,2024-05-13 19:06:00,AGT046
4811,TKT102405,opened,2024-03-07 00:41:00,AGT068
4812,TKT102405,resolved,2024-03-07 01:12:00,AGT068
4813,TKT102406,opened,2024-05-02 23:21:00,AGT048
4814,TKT102406,resolved,2024-05-03 00:03:00,AGT048
4815,TKT102407,opened,2024-03-25 15:03:00,AGT013
4816,TKT102407,resolved,2024-03-25 15:33:00,AGT013
4817,TKT102408,opened,2024-10-09 21:26:00,AGT063
