session_id,customer_id,session_start,session_end,device_type,os_version,app_version,location
SESS001696,CUST0483,2024-05-20 01:32:00,2024-05-20 01:44:00,android,16.3,1.0.0,Phuket
SESS001697,CUST0483,2024-01-26 00:23:00,2024-01-26 00:41:00,ios,14.1,1.2.3,Bangkok
SESS001698,CUST0483,2024-08-07 00:50:00,2024-08-07 00:56:00,android,16.3,1.0.0,Chiang Mai
SESS001699,CUST0483,2024-12-05 07:06:00,2024-12-05 07:21:00,ios,13.2,1.2.3,Phuket
SESS001700,CUST0079,2024-06-14 16:34:00,2024-06-14 16:51:00,ios,12.4,1.0.0,Chiang Mai
SESS001701,CUST0079,2024-02-06 04:41:00,2024-02-06 05:01:00,android,12.4,1.0.0,Phuket
SESS001702,CUST0079,2024-06-08 11:05:00,2024-06-08 11:25:00,ios,13.2,1.0.0,Phuket
SESS001703,CUST0079,2024-07-01 04:49:00,2024-07-01 05:04:00,web,12.4,1.2.3,Khon Kaen
SESS001704,CUST0079,2024-08-19 06:12:00,2024-08-19 06:23:00,web,14.1,1.2.3,Khon Kaen
SESS001705,CUST0079,2024-03-24 14:10:00,2024-03-24 14:29:00,ios,16.3,2.0.1,Bangkok
SESS001706,CUST0079,2024-03-25 00:25:00,2024-03-25 00:31:00,web,14.1,1.2.3,Khon Kaen
SESS001707,CUST0079,2024-07-07 06:12:00,2024-07-07 06:26:00,android,13.2,2.0.1,Bangkok
SESS001708,CUST0079,2024-07-18 06:13:00,2024-07-18 06:20:00,ios,16.3,2.0.1,Bangkok
SESS001709,CUST0079,2024-12-17 02:07:00,2024-12-17 02:23:00,android,14.1,2.0.1,Hat Yai
SESS001710,CUST0079,2024-06-26 05:01:00,2024-06-26 05:07:00,android,14.1,2.0.1,Bangkok
SESS001711,CUST0079,2024-07-09 16:29:00,2024-07-09 16:31:00,web,12.4,1.0.0,Phuket
SESS001712,CUST0079,2024-04-06 14:30:00,2024-04-06 14:33:00,ios,16.3,1.2.3,Hat Yai
SESS001713,CUST0079,2024-10-18 05:20:00,2024-10-18 05:33:00,ios,12.4,1.0.0,Khon Kaen
SESS001714,CUST0079,2024-10-14 17:29:00,2024-10-14 17:48:00,ios,12.4,2.0.1,Phuket
SESS001715,CUST0196,2024-04-10 05:43:00,2024-04-10 05:56:00,web,12.4,1.0.0,Phuket
SESS001716,CUST0196,2024-06-10 06:41:00,2024-06-10 06:44:00,android,14.1,1.2.3,Hat Yai
SESS001717,CUST0196,2024-08-07 18:24:00,2024-08-07 18:31:00,android,13.2,1.2.3,Hat Yai
SESS001718,CUST0196,2024-03-18 18:52:00,2024-03-18 18:57:00,android,13.2,1.0.0,Khon Kaen
SESS001719,CUST0196,2024-06-27 02:38:00,2024-06-27 02:57:00,ios,12.4,1.2.3,Hat Yai
SESS001720,CUST0177,2024-10-26 17:14:00,2024-10-26 17:28:00,web,12.4,2.0.1,Bangkok
SESS001721,CUST0177,2024-11-05 04:57:00,2024-11-05 05:15:00,android,16.3,1.2.3,Chiang Mai
SESS001722,CUST0177,2024-11-04 19:51:00,2024-11-04 20:06:00,web,14.1,2.0.1,Phuket
SESS001723,CUST0177,2024-05-26 01:25:00,2024-05-26 01:36:00,web,16.3,1.0.0,Bangkok
SESS001724,CUST0177,2024-06-21 08:41:00,2024-06-21 08:52:00,web,16.3,1.2.3,Hat Yai
SESS001725,CUST0177,2024-02-22 17:57:00,2024-02-22 18:04:00,web,13.2,1.2.3,Bangkok
SESS001726,CUST0213,2024-11-21 18:44:00,2024-11-21 18:46:00,android,13.2,1.0.0,Bangkok
SESS001727,CUST0213,2024-06-03 14:40:00,2024-06-03 15:00:00,android,16.3,2.0.1,Bangkok
SESS001728,CUST0213,2024-12-25 01:48:00,2024-12-25 01:54:00,web,13.2,2.0.1,Phuket
SESS001729,CUST0213,2024-02-03 02:04:00,2024-02-03 02:14:00,ios,14.1,1.2.3,Khon Kaen
SESS001730,CUST0213,2024-03-15 15:50:00,2024-03-15 16:10:00,web,16.3,1.0.0,Bangkok
SESS001731,CUST0213,2024-06-23 14:50:00,2024-06-23 15:03:00,web,14.1,1.2.3,Hat Yai
SESS001732,CUST0213,2024-09-16 13:39:00,2024-09-16 13:52:00,ios,14.1,1.2.3,Phuket
SESS001733,CUST0213,2024-06-22 16:47:00,2024-06-22 17:06:00,android,13.2,1.2.3,Khon Kaen
SESS001734,CUST0213,2024-10-01 17:01:00,2024-10-01 17:14:00,android,13.2,2.0.1,Hat Yai
SESS001735,CUST0213,2024-09-12 02:03:00,2024-09-12 02:12:00,ios,12.4,1.0.0,Phuket
SESS001736,CUST0213,2024-03-12 10:31:00,2024-03-12 10:51:00,ios,14.1,1.0.0,Bangkok
SESS001737,CUST0213,2024-02-03 08:32:00,2024-02-03 08:48:00,web,14.1,2.0.1,Hat Yai
SESS001738,CUST0213,2024-10-19 07:56:00,2024-10-19 07:58:00,ios,16.3,1.2.3,Khon Kaen
SESS001739,CUST0213,2024-08-05 09:11:00,2024-08-05 09:21:00,web,13.2,2.0.1,Hat Yai
SESS001740,CUST0213,2024-10-10 13:53:00,2024-10-10 14:11:00,android,13.2,2.0.1,Khon Kaen
SESS001741,CUST0213,2024-04-24 07:40:00,2024-04-24 08:00:00,web,16.3,2.0.1,Chiang Mai
SESS001742,CUST0010,2024-11-23 10:30:00,2024-11-23 10:47:00,web,12.4,1.0.0,Phuket
SESS001743,CUST0010,2024-08-16 08:35:00,2024-08-16 08:44:00,ios,16.3,1.2.3,Phuket
SESS001744,CUST0010,2024-09-21 13:22:00,2024-09-21 13:35:00,web,13.2,1.2.3,Bangkok
SESS001745,CUST0010,2024-04-04 04:47:00,2024-04-04 05:02:00,web,14.1,1.0.0,Bangkok
SESS001746,CUST0010,2024-11-06 15:45:00,2024-11-06 16:04:00,web,12.4,2.0.1,Bangkok
SESS001747,CUST0010,2024-11-03 18:12:00,2024-11-03 18:28:00,android,13.2,1.0.0,Bangkok
SESS001748,CUST0010,2024-07-05 19:57:00,2024-07-05 20:00:00,ios,12.4,1.0.0,Hat Yai
SESS001749,CUST0010,2024-02-10 05:17:00,2024-02-10 05:28:00,web,12.4,1.2.3,Chiang Mai
SESS001750,CUST0010,2024-04-17 19:15:00,2024-04-17 19:17:00,web,12.4,1.0.0,Hat Yai
SESS001751,CUST0010,2024-04-21 12:01:00,2024-04-21 12:13:00,web,13.2,1.0.0,Chiang Mai
SESS001752,CUST0010,2024-12-05 18:49:00,2024-12-05 18:57:00,android,13.2,2.0.1,Hat Yai
SESS001753,CUST0010,2024-01-18 01:58:00,2024-01-18 02:04:00,ios,12.4,1.2.3,Bangkok
SESS001754,CUST0010,2024-09-28 09:25:00,2024-09-28 09:43:00,ios,16.3,2.0.1,Bangkok
SESS001755,CUST0010,2024-09-08 15:50:00,2024-09-08 16:02:00,ios,16.3,2.0.1,Phuket
SESS001756,CUST0010,2024-11-18 09:48:00,2024-11-18 09:53:00,web,16.3,1.0.0,Phuket
SESS001757,CUST0010,2024-06-22 14:26:00,2024-06-22 14:43:00,web,16.3,1.0.0,Khon Kaen
SESS001758,CUST0010,2024-08-10 05:37:00,2024-08-10 05:42:00,ios,16.3,1.0.0,Hat Yai
SESS001759,CUST0010,2024-06-02 13:19:00,2024-06-02 13:37:00,web,12.4,1.0.0,Bangkok
SESS001760,CUST0262,2024-12-07 12:15:00,2024-12-07 12:24:00,android,14.1,1.2.3,Khon Kaen
SESS001761,CUST0262,2024-02-23 18:59:00,2024-02-23 19:08:00,android,12.4,1.2.3,Phuket
SESS001762,CUST0262,2024-08-25 00:43:00,2024-08-25 00:57:00,android,14.1,1.0.0,Khon Kaen
SESS001763,CUST0262,2024-01-26 10:10:00,2024-01-26 10:13:00,android,14.1,1.0.0,Hat Yai
SESS001764,CUST0262,2024-05-03 14:33:00,2024-05-03 14:50:00,ios,12.4,1.2.3,Hat Yai
SESS001765,CUST0262,2024-04-22 06:31:00,2024-04-22 06:40:00,android,13.2,1.0.0,Chiang Mai
SESS001766,CUST0262,2024-06-14 09:21:00,2024-06-14 09:38:00,android,12.4,1.2.3,Phuket
SESS001767,CUST0262,2024-10-07 12:00:00,2024-10-07 12:14:00,web,12.4,1.0.0,Chiang Mai
SESS001768,CUST0262,2024-12-18 15:25:00,2024-12-18 15:42:00,ios,14.1,1.2.3,Chiang Mai
SESS001769,CUST0262,2024-07-15 17:39:00,2024-07-15 17:57:00,web,12.4,1.2.3,Phuket
SESS001770,CUST0262,2024-08-10 10:45:00,2024-08-10 10:53:00,android,12.4,1.0.0,Hat Yai
SESS001771,CUST0262,2024-05-10 07:41:00,2024-05-10 07:44:00,web,12.4,1.0.0,Khon Kaen
SESS001772,CUST0074,2024-01-16 19:07:00,2024-01-16 19:27:00,ios,14.1,1.2.3,Bangkok
SESS001773,CUST0074,2024-08-29 08:50:00,2024-08-29 09:04:00,android,16.3,2.0.1,Khon Kaen
SESS001774,CUST0074,2024-03-30 13:36:00,2024-03-30 13:39:00,ios,12.4,2.0.1,Khon Kaen
SESS001775,CUST0074,2024-05-20 12:58:00,2024-05-20 13:08:00,android,13.2,2.0.1,Hat Yai
SESS001776,CUST0074,2024-12-09 00:08:00,2024-12-09 00:21:00,web,13.2,1.0.0,Chiang Mai
SESS001777,CUST0074,2024-07-09 10:17:00,2024-07-09 10:35:00,ios,13.2,1.0.0,Hat Yai
SESS001778,CUST0074,2024-06-25 08:32:00,2024-06-25 08:37:00,ios,13.2,2.0.1,Phuket
SESS001779,CUST0074,2024-05-21 00:08:00,2024-05-21 00:12:00,ios,16.3,1.2.3,Bangkok
SESS001780,CUST0074,2024-03-11 15:32:00,2024-03-11 15:51:00,android,16.3,1.2.3,Bangkok
SESS001781,CUST0074,2024-12-18 14:11:00,2024-12-18 14:16:00,web,14.1,2.0.1,Hat Yai
SESS001782,CUST0074,2024-08-23 17:16:00,2024-08-23 17:27:00,ios,16.3,2.0.1,Phuket
SESS001783,CUST0074,2024-06-19 04:40:00,2024-06-19 04:46:00,web,16.3,2.0.1,Phuket
SESS001784,CUST0074,2024-08-04 17:52:00,2024-08-04 18:12:00,android,16.3,2.0.1,Bangkok
SESS001785,CUST0074,2024-07-04 01:48:00,2024-07-04 02:07:00,ios,14.1,1.2.3,Hat Yai
SESS001786,CUST0074,2024-08-08 06:19:00,2024-08-08 06:25:00,web,13.2,1.0.0,Hat Yai
SESS001787,CUST0074,2024-10-14 07:13:00,2024-10-14 07:18:00,android,13.2,1.0.0,Chiang Mai
SESS001788,CUST0074,2024-07-23 06:34:00,2024-07-23 06:45:00,ios,14.1,1.0.0,Phuket
SESS001789,CUST0074,2024-09-22 02:36:00,2024-09-22 02:44:00,android,14.1,2.0.1,Chiang Mai
SESS001790,CUST0074,2024-09-11 00:02:00,2024-09-11 00:14:00,ios,14.1,1.2.3,Hat Yai
SESS001791,CUST0074,2024-04-12 12:45:00,2024-04-12 12:49:00,web,14.1,1.2.3,Bangkok
SESS001792,CUST0314,2024-09-13 08:19:00,2024-09-13 08:34:00,web,16.3,2.0.1,Khon Kaen
SESS001793,CUST0314,2024-12-29 13:25:00,2024-12-29 13:41:00,android,13.2,1.0.0,Phuket
SESS001794,CUST0314,2024-05-07 15:59:00,2024-05-07 16:05:00,web,13.2,1.0.0,Hat Yai
SESS001795,CUST0314,2024-01-19 14:22:00,2024-01-19 14:41:00,web,14.1,1.2.3,Phuket
SESS001796,CUST0314,2024-01-05 06:11:00,2024-01-05 06:26:00,android,13.2,1.2.3,Khon Kaen
SESS001797,CUST0209,2024-05-31 14:59:00,2024-05-31 15:03:00,ios,13.2,2.0.1,Bangkok
SESS001798,CUST0209,2024-02-12 18:40:00,2024-02-12 18:50:00,ios,14.1,2.0.1,Bangkok
SESS001799,CUST0209,2024-07-12 15:20:00,2024-07-12 15:26:00,android,14.1,2.0.1,Phuket
SESS001800,CUST0209,2024-01-30 02:04:00,2024-01-30 02:14:00,android,13.2,2.0.1,Chiang Mai
SESS001801,CUST0209,2024-02-23 07:58:00,2024-02-23 08:07:00,web,14.1,2.0.1,Chiang Mai
SESS001802,CUST0209,2024-06-23 10:06:00,2024-06-23 10:15:00,web,13.2,1.2.3,Hat Yai
SESS001803,CUST0209,2024-03-17 08:18:00,2024-03-17 08:36:00,ios,14.1,1.0.0,Bangkok
SESS001804,CUST0209,2024-02-04 06:59:00,2024-02-04 07:05:00,web,14.1,1.2.3,Hat Yai
SESS001805,CUST0209,2024-01-07 17:27:00,2024-01-07 17:39:00,web,14.1,1.0.0,Bangkok
SESS001806,CUST0209,2024-09-19 03:42:00,2024-09-19 03:47:00,ios,12.4,1.0.0,Chiang Mai
SESS001807,CUST0209,2024-05-26 11:17:00,2024-05-26 11:25:00,ios,13.2,1.0.0,Phuket
SESS001808,CUST0209,2024-06-01 14:23:00,2024-06-01 14:37:00,web,16.3,1.0.0,Phuket
SESS001809,CUST0209,2024-05-14 09:25:00,2024-05-14 09:36:00,web,13.2,2.0.1,Phuket
SESS001810,CUST0209,2024-04-22 13:18:00,2024-04-22 13:37:00,android,14.1,2.0.1,Hat Yai
SESS001811,CUST0209,2024-01-16 18:36:00,2024-01-16 18:49:00,web,13.2,1.0.0,Chiang Mai
SESS001812,CUST0209,2024-09-25 09:36:00,2024-09-25 09:48:00,web,12.4,2.0.1,Khon Kaen
SESS001813,CUST0209,2024-06-29 05:35:00,2024-06-29 05:46:00,ios,13.2,2.0.1,Bangkok
SESS001814,CUST0209,2024-12-05 14:46:00,2024-12-05 14:49:00,android,13.2,1.2.3,Hat Yai
SESS001815,CUST0092,2024-07-31 14:10:00,2024-07-31 14:30:00,android,14.1,2.0.1,Khon Kaen
SESS001816,CUST0092,2024-10-02 01:53:00,2024-10-02 02:05:00,android,13.2,1.2.3,Chiang Mai
SESS001817,CUST0092,2024-01-26 06:50:00,2024-01-26 06:59:00,android,13.2,1.2.3,Phuket
SESS001818,CUST0092,2024-11-02 11:51:00,2024-11-02 12:04:00,ios,16.3,2.0.1,Hat Yai
SESS001819,CUST0092,2024-03-20 15:18:00,2024-03-20 15:35:00,android,16.3,1.0.0,Phuket
SESS001820,CUST0092,2024-04-01 02:50:00,2024-04-01 03:08:00,android,12.4,2.0.1,Phuket
SESS001821,CUST0092,2024-04-02 10:16:00,2024-04-02 10:33:00,android,13.2,1.0.0,Bangkok
SESS001822,CUST0092,2024-06-19 14:27:00,2024-06-19 14:34:00,ios,14.1,1.2.3,Khon Kaen
SESS001823,CUST0092,2024-12-20 18:00:00,2024-12-20 18:19:00,ios,14.1,1.2.3,Chiang Mai
SESS001824,CUST0092,2024-04-03 08:06:00,2024-04-03 08:26:00,web,16.3,1.0.0,Bangkok
SESS001825,CUST0092,2024-01-17 04:01:00,2024-01-17 04:08:00,android,12.4,1.2.3,Khon Kaen
SESS001826,CUST0092,2024-05-23 09:03:00,2024-05-23 09:10:00,ios,13.2,1.0.0,Hat Yai
SESS001827,CUST0092,2024-05-23 12:35:00,2024-05-23 12:42:00,android,13.2,1.2.3,Hat Yai
SESS001828,CUST0092,2024-08-26 00:42:00,2024-08-26 00:44:00,ios,14.1,2.0.1,Bangkok
SESS001829,CUST0151,2024-11-19 09:09:00,2024-11-19 09:23:00,web,14.1,1.0.0,Khon Kaen
SESS001830,CUST0151,2024-02-12 11:26:00,2024-02-12 11:36:00,ios,16.3,1.2.3,Hat Yai
SESS001831,CUST0151,2024-04-13 11:38:00,2024-04-13 11:58:00,ios,13.2,1.0.0,Bangkok
SESS001832,CUST0151,2024-02-27 01:57:00,2024-02-27 02:05:00,android,12.4,2.0.1,Bangkok
SESS001833,CUST0151,2024-05-12 12:02:00,2024-05-12 12:12:00,android,14.1,1.0.0,Chiang Mai
SESS001834,CUST0151,2024-05-29 01:28:00,2024-05-29 01:46:00,ios,14.1,1.2.3,Phuket
SESS001835,CUST0151,2024-09-06 18:50:00,2024-09-06 19:01:00,android,12.4,1.0.0,Chiang Mai
SESS001836,CUST0151,2024-05-13 13:35:00,2024-05-13 13:41:00,web,16.3,1.2.3,Bangkok
SESS001837,CUST0151,2024-07-29 00:51:00,2024-07-29 01:04:00,ios,12.4,2.0.1,Phuket
SESS001838,CUST0312,2024-12-08 02:53:00,2024-12-08 02:59:00,ios,13.2,2.0.1,Hat Yai
SESS001839,CUST0312,2024-01-19 10:56:00,2024-01-19 11:07:00,ios,12.4,1.0.0,Chiang Mai
SESS001840,CUST0312,2024-03-31 17:07:00,2024-03-31 17:11:00,android,16.3,1.2.3,Phuket
SESS001841,CUST0312,2024-05-21 19:44:00,2024-05-21 19:52:00,android,16.3,1.0.0,Chiang Mai
SESS001842,CUST0312,2024-04-24 04:11:00,2024-04-24 04:17:00,ios,14.1,1.2.3,Hat Yai
SESS001843,CUST0312,2024-04-01 09:40:00,2024-04-01 09:59:00,ios,13.2,2.0.1,Bangkok
SESS001844,CUST0312,2024-10-13 18:40:00,2024-10-13 18:42:00,ios,14.1,2.0.1,Khon Kaen
SESS001845,CUST0312,2024-07-23 19:46:00,2024-07-23 19:53:00,ios,13.2,1.2.3,Khon Kaen
SESS001846,CUST0312,2024-03-31 10:07:00,2024-03-31 10:26:00,ios,12.4,1.2.3,Bangkok
SESS001847,CUST0312,2024-06-30 19:34:00,2024-06-30 19:48:00,android,12.4,1.0.0,Hat Yai
SESS001848,CUST0312,2024-12-18 12:02:00,2024-12-18 12:13:00,ios,13.2,2.0.1,Chiang Mai
SESS001849,CUST0465,2024-04-02 00:21:00,2024-04-02 00:37:00,web,13.2,1.0.0,Khon Kaen
SESS001850,CUST0465,2024-12-12 08:28:00,2024-12-12 08:39:00,web,14.1,1.2.3,Phuket
SESS001851,CUST0465,2024-01-14 12:18:00,2024-01-14 12:32:00,android,13.2,1.2.3,Khon Kaen
SESS001852,CUST0465,2024-09-14 00:06:00,2024-09-14 00:13:00,android,13.2,2.0.1,Hat Yai
SESS001853,CUST0465,2024-05-26 17:03:00,2024-05-26 17:21:00,web,16.3,1.2.3,Hat Yai
SESS001854,CUST0465,2024-06-08 12:44:00,2024-06-08 12:58:00,android,16.3,1.2.3,Khon Kaen
SESS001855,CUST0465,2024-09-22 02:47:00,2024-09-22 03:01:00,android,13.2,1.2.3,Khon Kaen
SESS001856,CUST0465,2024-05-18 00:58:00,2024-05-18 01:03:00,ios,12.4,2.0.1,Hat Yai
SESS001857,CUST0465,2024-03-05 06:11:00,2024-03-05 06:16:00,ios,14.1,1.2.3,Chiang Mai
SESS001858,CUST0465,2024-12-07 11:25:00,2024-12-07 11:33:00,web,14.1,1.0.0,Khon Kaen
SESS001859,CUST0465,2024-09-08 13:37:00,2024-09-08 13:48:00,android,14.1,1.0.0,Hat Yai
SESS001860,CUST0465,2024-01-20 06:42:00,2024-01-20 06:51:00,web,13.2,1.0.0,Hat Yai
SESS001861,CUST0465,2024-12-25 13:11:00,2024-12-25 13:27:00,web,12.4,1.0.0,Chiang Mai
SESS001862,CUST0465,2024-11-19 11:47:00,2024-11-19 11:59:00,ios,12.4,2.0.1,Hat Yai
SESS001863,CUST0465,2024-08-27 05:05:00,2024-08-27 05:11:00,android,16.3,1.0.0,Bangkok
SESS001864,CUST0439,2024-05-10 17:49:00,2024-05-10 17:58:00,android,16.3,1.2.3,Khon Kaen
SESS001865,CUST0439,2024-08-12 03:18:00,2024-08-12 03:31:00,web,12.4,2.0.1,Hat Yai
SESS001866,CUST0439,2024-11-27 05:25:00,2024-11-27 05:38:00,ios,14.1,1.2.3,Hat Yai
SESS001867,CUST0439,2024-08-12 13:32:00,2024-08-12 13:36:00,ios,14.1,2.0.1,Khon Kaen
SESS001868,CUST0439,2024-01-03 14:09:00,2024-01-03 14:15:00,ios,12.4,2.0.1,Hat Yai
SESS001869,CUST0439,2024-02-26 10:17:00,2024-02-26 10:32:00,android,12.4,1.2.3,Khon Kaen
SESS001870,CUST0439,2024-05-05 12:39:00,2024-05-05 12:56:00,android,13.2,2.0.1,Bangkok
SESS001871,CUST0439,2024-09-18 11:34:00,2024-09-18 11:39:00,android,12.4,2.0.1,Hat Yai
SESS001872,CUST0439,2024-02-27 00:14:00,2024-02-27 00:29:00,android,12.4,1.0.0,Phuket
SESS001873,CUST0439,2024-11-20 15:06:00,2024-11-20 15:26:00,ios,14.1,1.0.0,Chiang Mai
SESS001874,CUST0439,2024-02-07 13:44:00,2024-02-07 13:53:00,android,14.1,1.2.3,Khon Kaen
SESS001875,CUST0146,2024-10-30 03:14:00,2024-10-30 03:26:00,ios,14.1,2.0.1,Phuket
SESS001876,CUST0146,2024-02-19 03:56:00,2024-02-19 03:58:00,web,12.4,1.2.3,Bangkok
SESS001877,CUST0146,2024-04-03 03:02:00,2024-04-03 03:21:00,android,14.1,1.0.0,Khon Kaen
SESS001878,CUST0146,2024-04-15 14:35:00,2024-04-15 14:42:00,android,12.4,1.0.0,Bangkok
SESS001879,CUST0146,2024-04-04 16:41:00,2024-04-04 16:46:00,web,14.1,1.2.3,Hat Yai
SESS001880,CUST0146,2024-05-19 18:38:00,2024-05-19 18:56:00,android,16.3,2.0.1,Hat Yai
SESS001881,CUST0146,2024-06-28 04:59:00,2024-06-28 05:06:00,ios,16.3,1.0.0,Hat Yai
SESS001882,CUST0146,2024-11-10 02:34:00,2024-11-10 02:54:00,ios,13.2,2.0.1,Khon Kaen
SESS001883,CUST0146,2024-04-21 01:14:00,2024-04-21 01:30:00,ios,16.3,1.0.0,Hat Yai
SESS001884,CUST0111,2024-10-13 17:44:00,2024-10-13 17:59:00,ios,12.4,2.0.1,Chiang Mai
SESS001885,CUST0111,2024-03-15 01:22:00,2024-03-15 01:29:00,ios,13.2,1.2.3,Bangkok
SESS001886,CUST0111,2024-09-04 02:37:00,2024-09-04 02:42:00,android,14.1,1.2.3,Hat Yai
SESS001887,CUST0111,2024-11-15 09:50:00,2024-11-15 10:05:00,ios,16.3,2.0.1,Phuket
SESS001888,CUST0111,2024-08-26 04:46:00,2024-08-26 04:59:00,ios,16.3,2.0.1,Khon Kaen
SESS001889,CUST0111,2024-10-01 02:41:00,2024-10-01 02:52:00,android,13.2,1.2.3,Phuket
SESS001890,CUST0111,2024-12-23 05:51:00,2024-12-23 06:10:00,android,13.2,1.2.3,Phuket
SESS001891,CUST0111,2024-06-15 13:53:00,2024-06-15 13:55:00,ios,13.2,2.0.1,Phuket
SESS001892,CUST0419,2024-10-14 03:20:00,2024-10-14 03:40:00,web,12.4,1.0.0,Bangkok
SESS001893,CUST0419,2024-01-25 07:34:00,2024-01-25 07:50:00,ios,16.3,2.0.1,Chiang Mai
SESS001894,CUST0419,2024-12-04 12:24:00,2024-12-04 12:42:00,android,14.1,2.0.1,Hat Yai
SESS001895,CUST0419,2024-12-06 18:31:00,2024-12-06 18:42:00,ios,16.3,2.0.1,Phuket
SESS001896,CUST0419,2024-07-12 18:48:00,2024-07-12 18:51:00,web,14.1,1.2.3,Phuket
SESS001897,CUST0419,2024-02-29 04:36:00,2024-02-29 04:41:00,web,16.3,1.2.3,Khon Kaen
SESS001898,CUST0419,2024-10-03 09:14:00,2024-10-03 09:20:00,android,16.3,2.0.1,Chiang Mai
SESS001899,CUST0419,2024-02-28 08:31:00,2024-02-28 08:42:00,web,12.4,1.0.0,Hat Yai
SESS001900,CUST0419,2024-09-22 17:32:00,2024-09-22 17:48:00,ios,16.3,1.2.3,Hat Yai
SESS001901,CUST0446,2024-04-15 03:15:00,2024-04-15 03:31:00,android,13.2,1.0.0,Chiang Mai
SESS001902,CUST0446,2024-01-24 01:32:00,2024-01-24 01:46:00,android,14.1,2.0.1,Hat Yai
SESS001903,CUST0446,2024-06-16 14:03:00,2024-06-16 14:21:00,ios,16.3,1.2.3,Chiang Mai
SESS001904,CUST0446,2024-08-08 03:55:00,2024-08-08 04:05:00,android,12.4,2.0.1,Hat Yai
SESS001905,CUST0446,2024-06-14 16:36:00,2024-06-14 16:50:00,web,13.2,2.0.1,Phuket
SESS001906,CUST0446,2024-11-26 03:33:00,2024-11-26 03:47:00,ios,16.3,1.0.0,Bangkok
SESS001907,CUST0446,2024-05-01 08:37:00,2024-05-01 08:53:00,web,14.1,1.0.0,Chiang Mai
SESS001908,CUST0459,2024-08-25 14:32:00,2024-08-25 14:39:00,android,16.3,1.2.3,Phuket
SESS001909,CUST0459,2024-03-14 14:21:00,2024-03-14 14:30:00,web,14.1,1.2.3,Phuket
SESS001910,CUST0459,2024-01-24 16:53:00,2024-01-24 17:07:00,android,14.1,2.0.1,Phuket
SESS001911,CUST0459,2024-02-26 19:19:00,2024-02-26 19:31:00,web,12.4,1.0.0,Bangkok
SESS001912,CUST0459,2024-12-16 19:58:00,2024-12-16 20:11:00,ios,12.4,1.2.3,Chiang Mai
SESS001913,CUST0459,2024-09-23 14:24:00,2024-09-23 14:30:00,web,16.3,1.0.0,Phuket
SESS001914,CUST0459,2024-01-04 12:43:00,2024-01-04 12:47:00,web,16.3,2.0.1,Khon Kaen
SESS001915,CUST0459,2024-10-03 06:42:00,2024-10-03 06:52:00,ios,16.3,2.0.1,Phuket
SESS001916,CUST0459,2024-06-01 14:01:00,2024-06-01 14:21:00,web,13.2,1.2.3,Chiang Mai
SESS001917,CUST0459,2024-12-11 13:54:00,2024-12-11 14:14:00,ios,16.3,2.0.1,Phuket
SESS001918,CUST0459,2024-10-04 13:18:00,2024-10-04 13:24:00,android,13.2,1.2.3,Bangkok
SESS001919,CUST0180,2024-05-18 11:42:00,2024-05-18 11:56:00,web,13.2,1.0.0,Chiang Mai
SESS001920,CUST0180,2024-03-12 03:23:00,2024-03-12 03:39:00,ios,14.1,2.0.1,Bangkok
SESS001921,CUST0180,2024-10-03 00:03:00,2024-10-03 00:23:00,web,16.3,2.0.1,Chiang Mai
SESS001922,CUST0180,2024-10-22 15:44:00,2024-10-22 15:46:00,web,14.1,1.2.3,Phuket
SESS001923,CUST0180,2024-02-09 15:47:00,2024-02-09 16:01:00,ios,16.3,1.0.0,Phuket
SESS001924,CUST0180,2024-02-14 17:08:00,2024-02-14 17:17:00,web,12.4,2.0.1,Hat Yai
SESS001925,CUST0180,2024-03-10 14:36:00,2024-03-10 14:49:00,web,13.2,1.2.3,Hat Yai
SESS001926,CUST0180,2024-05-04 05:19:00,2024-05-04 05:22:00,web,13.2,1.2.3,Bangkok
SESS001927,CUST0180,2024-12-29 14:18:00,2024-12-29 14:27:00,web,13.2,2.0.1,Hat Yai
SESS001928,CUST0180,2024-02-02 02:15:00,2024-02-02 02:20:00,web,13.2,1.0.0,Khon Kaen
SESS001929,CUST0180,2024-05-11 10:04:00,2024-05-11 10:08:00,web,12.4,2.0.1,Chiang Mai
SESS001930,CUST0180,2024-07-01 14:10:00,2024-07-01 14:16:00,web,12.4,1.2.3,Khon Kaen
SESS001931,CUST0180,2024-12-14 08:56:00,2024-12-14 09:12:00,ios,13.2,1.2.3,Bangkok
SESS001932,CUST0180,2024-07-29 05:44:00,2024-07-29 05:50:00,android,14.1,1.2.3,Khon Kaen
SESS001933,CUST0180,2024-01-02 15:47:00,2024-01-02 16:07:00,ios,16.3,1.2.3,Hat Yai
SESS001934,CUST0299,2024-02-21 16:28:00,2024-02-21 16:47:00,android,12.4,2.0.1,Khon Kaen
SESS001935,CUST0299,2024-06-26 08:48:00,2024-06-26 08:50:00,android,12.4,2.0.1,Phuket
SESS001936,CUST0299,2024-09-15 00:38:00,2024-09-15 00:40:00,web,12.4,2.0.1,Chiang Mai
SESS001937,CUST0299,2024-11-09 00:30:00,2024-11-09 00:38:00,web,12.4,2.0.1,Bangkok
SESS001938,CUST0299,2024-08-09 06:13:00,2024-08-09 06:18:00,ios,16.3,2.0.1,Hat Yai
SESS001939,CUST0299,2024-01-04 08:11:00,2024-01-04 08:28:00,web,12.4,1.2.3,Khon Kaen
